No,date,time,PM2.5,PM10,O3,CO,NO2
886,2022-02-06,21:00 - 22:00,44,111,4,3.13,70
887,2022-02-06,22:00 - 23:00,41,115,3,3.32,67
888,2022-02-06,23:00 - 24:00,55,119,7,3.24,66
889,2022-02-07,00:00 - 01:00,55,124,11,2.61,61
890,2022-02-07,01:00 - 02:00,65,118,5,2.44,53
891,2022-02-07,02:00 - 03:00,68,128,9,2.1,39
892,2022-02-07,03:00 - 04:00,68,119,12,1.93,29
893,2022-02-07,04:00 - 05:00,68,113,5,2.18,38
894,2022-02-07,05:00 - 06:00,65,118,5,2.42,41
895,2022-02-07,06:00 - 07:00,66,136,6,2.77,38
896,2022-02-07,07:00 - 08:00,75,139,6,2.99,43
897,2022-02-07,08:00 - 09:00,73,143,9,2.88,47
898,2022-02-07,09:00 - 10:00,76,131,17,2.7,49
899,2022-02-07,10:00 - 11:00,73,125,23,2.4,48
900,2022-02-07,11:00 - 12:00,66,118,23,2.28,53
901,2022-02-07,12:00 - 13:00,61,105,30,2.12,54
902,2022-02-07,13:00 - 14:00,48,95,31,2.49,60
903,2022-02-07,14:00 - 15:00,44,87,28,2.44,67
904,2022-02-07,15:00 - 16:00,44,89,39,N/A,N/A
905,2022-02-07,16:00 - 17:00,45,87,N/A,2.92,84
906,2022-02-07,17:00 - 18:00,50,95,50,2.94,50
907,2022-02-07,18:00 - 19:00,52,91,43,2.97,53
908,2022-02-07,19:00 - 20:00,57,96,17,2.92,72
909,2022-02-07,20:00 - 21:00,65,105,5,2.99,80
910,2022-02-07,21:00 - 22:00,64,112,4,3.11,75
911,2022-02-07,22:00 - 23:00,62,107,4,2.88,70
912,2022-02-07,23:00 - 24:00,57,117,22,2.08,42
913,2022-02-08,00:00 - 01:00,55,105,32,1.86,23
914,2022-02-08,01:00 - 02:00,59,85,40,1.91,16
915,2022-02-08,02:00 - 03:00,56,82,41,1.88,16
916,2022-02-08,03:00 - 04:00,55,80,30,2,28
917,2022-02-08,04:00 - 05:00,50,83,19,2.19,44
918,2022-02-08,05:00 - 06:00,53,89,16,2.94,53
919,2022-02-08,06:00 - 07:00,57,99,20,2.43,47
920,2022-02-08,07:00 - 08:00,69,111,18,2.64,48
921,2022-02-08,08:00 - 09:00,70,121,18,2.6,42
922,2022-02-08,09:00 - 10:00,80,120,11,3.17,62
923,2022-02-08,10:00 - 11:00,77,117,15,2.92,66
924,2022-02-08,11:00 - 12:00,75,111,26,2.6,61
925,2022-02-08,12:00 - 13:00,65,99,32,2.65,69
926,2022-02-08,13:00 - 14:00,59,96,28,2.77,92
927,2022-02-08,14:00 - 15:00,56,90,37,N/A,N/A
928,2022-02-08,15:00 - 16:00,57,87,N/A,2.62,84
929,2022-02-08,16:00 - 17:00,60,89,31,2.68,83
930,2022-02-08,17:00 - 18:00,67,132,29,2.8,67
931,2022-02-08,18:00 - 19:00,60,109,15,3.6,80
932,2022-02-08,19:00 - 20:00,52,96,4,4.11,88
933,2022-02-08,20:00 - 21:00,51,93,5,4.38,79
934,2022-02-08,21:00 - 22:00,62,122,11,2.7,51
935,2022-02-08,22:00 - 23:00,56,99,15,2.16,40
936,2022-02-08,23:00 - 24:00,56,92,31,1.77,17
937,2022-02-09,00:00 - 01:00,50,87,29,1.86,15
938,2022-02-09,01:00 - 02:00,52,98,25,1.89,15
939,2022-02-09,02:00 - 03:00,51,88,20,1.84,22
940,2022-02-09,03:00 - 04:00,48,81,19,1.84,22
941,2022-02-09,04:00 - 05:00,36,75,15,1.89,28
942,2022-02-09,05:00 - 06:00,30,54,25,2.86,31
943,2022-02-09,06:00 - 07:00,32,59,10,2.32,33
944,2022-02-09,07:00 - 08:00,30,52,20,2.76,29
945,2022-02-09,08:00 - 09:00,35,60,15,2.51,24
946,2022-02-09,09:00 - 10:00,26,47,20,2.11,21
947,2022-02-09,10:00 - 11:00,23,44,23,2.17,24
948,2022-02-09,11:00 - 12:00,23,34,40,2.19,22
949,2022-02-09,12:00 - 13:00,25,37,36,2.26,21
950,2022-02-09,13:00 - 14:00,31,58,36,N/A,N/A
951,2022-02-09,14:00 - 15:00,36,62,N/A,2.06,41
952,2022-02-09,15:00 - 16:00,19,50,26,2.06,48
953,2022-02-09,16:00 - 17:00,40,73,14,2.69,67
954,2022-02-09,17:00 - 18:00,53,74,20,2.85,47
955,2022-02-09,18:00 - 19:00,40,86,18,2.49,27
956,2022-02-09,19:00 - 20:00,24,57,18,2.1,22
957,2022-02-09,20:00 - 21:00,25,83,27,1.9,18
958,2022-02-09,21:00 - 22:00,23,65,29,1.85,19
959,2022-02-09,22:00 - 23:00,27,82,21,1.72,14
960,2022-02-09,23:00 - 24:00,32,65,18,1.58,11
961,2022-02-10,00:00 - 01:00,37,67,20,1.46,7
962,2022-02-10,01:00 - 02:00,36,68,20,1.48,8
963,2022-02-10,02:00 - 03:00,39,76,20,1.51,8
964,2022-02-10,03:00 - 04:00,38,71,24,1.48,9
965,2022-02-10,04:00 - 05:00,29,60,25,1.49,9
966,2022-02-10,05:00 - 06:00,23,51,17,1.61,17
967,2022-02-10,06:00 - 07:00,22,49,11,2.75,45
968,2022-02-10,07:00 - 08:00,33,57,20,3.55,43
969,2022-02-10,08:00 - 09:00,49,74,8,3.44,45
970,2022-02-10,09:00 - 10:00,55,89,14,2.83,36
971,2022-02-10,10:00 - 11:00,53,91,12,2.09,26
972,2022-02-10,11:00 - 12:00,47,87,15,2.28,28
973,2022-02-10,12:00 - 13:00,42,84,18,N/A,N/A
974,2022-02-10,13:00 - 14:00,39,77,N/A,2.2,33
975,2022-02-10,14:00 - 15:00,45,77,30,2.27,31
976,2022-02-10,15:00 - 16:00,46,74,18,2.01,21
977,2022-02-10,16:00 - 17:00,42,70,12,2.44,46
978,2022-02-10,17:00 - 18:00,38,71,11,2.33,25
979,2022-02-10,18:00 - 19:00,37,71,8,2.27,21
980,2022-02-10,19:00 - 20:00,42,75,6,2.1,20
981,2022-02-10,20:00 - 21:00,44,82,7,2.06,19
982,2022-02-10,21:00 - 22:00,42,80,8,1.85,18
983,2022-02-10,22:00 - 23:00,38,72,9,1.75,14
984,2022-02-10,23:00 - 24:00,35,67,9,1.61,11
985,2022-02-11,00:00 - 01:00,32,63,11,1.53,8
986,2022-02-11,01:00 - 02:00,30,57,10,1.53,9
987,2022-02-11,02:00 - 03:00,31,53,11,1.53,6
988,2022-02-11,03:00 - 04:00,31,52,11,1.53,8
989,2022-02-11,04:00 - 05:00,25,49,10,1.58,9
990,2022-02-11,05:00 - 06:00,22,49,7,3.64,16
991,2022-02-11,06:00 - 07:00,21,50,6,2.09,19
992,2022-02-11,07:00 - 08:00,23,50,6,2.2,18
993,2022-02-11,08:00 - 09:00,27,54,7,2.3,17
994,2022-02-11,09:00 - 10:00,30,50,8,2.16,17
995,2022-02-11,10:00 - 11:00,27,50,10,1.88,17
996,2022-02-11,11:00 - 12:00,23,56,13,N/A,N/A
997,2022-02-11,12:00 - 13:00,20,53,N/A,N/A,N/A
998,2022-02-11,13:00 - 14:00,22,54,N/A,N/A,N/A
999,2022-02-11,14:00 - 15:00,27,67,N/A,N/A,N/A
1000,2022-02-11,15:00 - 16:00,35,77,N/A,N/A,N/A
1001,2022-02-11,16:00 - 17:00,42,77,N/A,N/A,N/A
1002,2022-02-11,17:00 - 18:00,43,87,N/A,N/A,N/A
1003,2022-02-11,18:00 - 19:00,42,83,N/A,N/A,N/A
1004,2022-02-11,19:00 - 20:00,36,69,N/A,N/A,N/A
1005,2022-02-11,20:00 - 21:00,35,69,5,2.46,39
1006,2022-02-11,21:00 - 22:00,54,91,4,2.18,35
1007,2022-02-11,22:00 - 23:00,55,91,9,1.92,22
1008,2022-02-11,23:00 - 24:00,41,73,13,1.74,12
1009,2022-02-12,00:00 - 01:00,29,50,16,1.62,9
1010,2022-02-12,01:00 - 02:00,24,43,14,1.65,9
1011,2022-02-12,02:00 - 03:00,30,48,13,1.63,9
1012,2022-02-12,03:00 - 04:00,29,50,6,1.89,20
1013,2022-02-12,04:00 - 05:00,27,53,6,2.09,21
1014,2022-02-12,05:00 - 06:00,26,58,5,2.55,31
1015,2022-02-12,06:00 - 07:00,32,70,5,2.68,32
1016,2022-02-12,07:00 - 08:00,44,84,5,3.01,33
1017,2022-02-12,08:00 - 09:00,57,105,5,3.72,37
1018,2022-02-12,09:00 - 10:00,66,119,6,3.04,37
1019,2022-02-12,10:00 - 11:00,69,122,8,N/A,N/A
1020,2022-02-12,11:00 - 12:00,64,117,N/A,2.61,46
1021,2022-02-12,12:00 - 13:00,56,101,21,2.34,42
1022,2022-02-12,13:00 - 14:00,46,91,23,2.66,54
1023,2022-02-12,14:00 - 15:00,48,91,17,2.51,46
1024,2022-02-12,15:00 - 16:00,52,87,14,2.57,42
1025,2022-02-12,16:00 - 17:00,47,81,16,2.37,46
1026,2022-02-12,17:00 - 18:00,39,79,14,2.61,42
1027,2022-02-12,18:00 - 19:00,39,79,9,2.8,48
1028,2022-02-12,19:00 - 20:00,40,80,13,2.58,33
1029,2022-02-12,20:00 - 21:00,44,85,9,2.4,34
1030,2022-02-12,21:00 - 22:00,50,88,7,2.48,35
1031,2022-02-12,22:00 - 23:00,45,87,7,2.32,33
1032,2022-02-12,23:00 - 24:00,41,82,13,2.1,25
1033,2022-02-13,00:00 - 01:00,42,82,15,1.97,21
1034,2022-02-13,01:00 - 02:00,45,82,14,1.97,21
1035,2022-02-13,02:00 - 03:00,41,84,11,1.92,20
1036,2022-02-13,03:00 - 04:00,40,77,10,1.96,19
1037,2022-02-13,04:00 - 05:00,38,71,13,1.9,17
1038,2022-02-13,05:00 - 06:00,32,63,5,2.9,31
1039,2022-02-13,06:00 - 07:00,42,72,4,3.27,32
1040,2022-02-13,07:00 - 08:00,51,93,4,3.59,35
1041,2022-02-13,08:00 - 09:00,60,108,6,3.19,39
1042,2022-02-13,09:00 - 10:00,68,116,8,N/A,N/A
1043,2022-02-13,10:00 - 11:00,65,112,N/A,2.66,38
1044,2022-02-13,11:00 - 12:00,49,106,12,2.8,50
1045,2022-02-13,12:00 - 13:00,50,111,22,2.59,42
1046,2022-02-13,13:00 - 14:00,48,98,32,2.05,21
1047,2022-02-13,14:00 - 15:00,48,85,31,2.18,19
1048,2022-02-13,15:00 - 16:00,41,73,28,2.16,23
1049,2022-02-13,16:00 - 17:00,37,69,30,2.25,21
1050,2022-02-13,17:00 - 18:00,42,72,24,2.3,22
1051,2022-02-13,18:00 - 19:00,42,74,20,2.52,19
1052,2022-02-13,19:00 - 20:00,45,76,14,2.37,16
1053,2022-02-13,20:00 - 21:00,43,72,12,2.24,15
1054,2022-02-13,21:00 - 22:00,41,69,14,2.07,13
1055,2022-02-13,22:00 - 23:00,37,63,12,1.96,14
1056,2022-02-13,23:00 - 24:00,34,58,13,1.88,12
1057,2022-02-14,00:00 - 01:00,33,53,14,1.66,11
1058,2022-02-14,01:00 - 02:00,25,48,13,1.71,9
1059,2022-02-14,02:00 - 03:00,21,46,13,1.72,9
1060,2022-02-14,03:00 - 04:00,17,45,13,1.73,11
1061,2022-02-14,04:00 - 05:00,14,39,11,2.47,15
1062,2022-02-14,05:00 - 06:00,19,40,7,2.38,24
1063,2022-02-14,06:00 - 07:00,23,45,4,3.4,31
1064,2022-02-14,07:00 - 08:00,36,61,4,3.96,31
1065,2022-02-14,08:00 - 09:00,47,76,5,N/A,N/A
1066,2022-02-14,09:00 - 10:00,49,89,N/A,N/A,N/A
1067,2022-02-14,10:00 - 11:00,46,99,N/A,N/A,N/A
1068,2022-02-14,11:00 - 12:00,42,94,N/A,N/A,N/A
1069,2022-02-14,12:00 - 13:00,39,83,N/A,N/A,N/A
1070,2022-02-14,13:00 - 14:00,41,74,N/A,N/A,N/A
1071,2022-02-14,14:00 - 15:00,45,77,N/A,N/A,N/A
1072,2022-02-14,15:00 - 16:00,40,71,N/A,N/A,N/A
1073,2022-02-14,16:00 - 17:00,23,59,N/A,N/A,N/A
1074,2022-02-14,17:00 - 18:00,22,36,9,2.44,29
1075,2022-02-14,18:00 - 19:00,26,54,9,2.56,25
1076,2022-02-14,19:00 - 20:00,24,48,8,2.35,24
1077,2022-02-14,20:00 - 21:00,21,42,7,2.15,23
1078,2022-02-14,21:00 - 22:00,37,76,7,2.22,23
1079,2022-02-14,22:00 - 23:00,39,76,8,2.16,24
1080,2022-02-14,23:00 - 24:00,19,40,10,2,24
1081,2022-02-15,00:00 - 01:00,22,44,8,1.88,26
1082,2022-02-15,01:00 - 02:00,18,47,10,1.79,21
1083,2022-02-15,02:00 - 03:00,27,46,8,1.65,24
1084,2022-02-15,03:00 - 04:00,24,46,7,1.7,25
1085,2022-02-15,04:00 - 05:00,25,51,8,1.72,28
1086,2022-02-15,05:00 - 06:00,23,51,5,2.04,34
1087,2022-02-15,06:00 - 07:00,26,55,5,2.3,31
1088,2022-02-15,07:00 - 08:00,34,62,6,N/A,N/A
1089,2022-02-15,08:00 - 09:00,44,80,N/A,2.24,24
1090,2022-02-15,09:00 - 10:00,43,84,10,2.15,26
1091,2022-02-15,10:00 - 11:00,38,79,11,2.26,30
1092,2022-02-15,11:00 - 12:00,37,81,12,2.15,31
1093,2022-02-15,12:00 - 13:00,37,82,12,2.1,31
1094,2022-02-15,13:00 - 14:00,40,79,13,2.19,35
1095,2022-02-15,14:00 - 15:00,51,76,11,2.56,35
1096,2022-02-15,15:00 - 16:00,52,75,14,2.51,35
1097,2022-02-15,16:00 - 17:00,44,75,9,2.71,42
1098,2022-02-15,17:00 - 18:00,43,73,10,2.69,38
1099,2022-02-15,18:00 - 19:00,44,84,5,2.4,37
1100,2022-02-15,19:00 - 20:00,44,76,4,2.28,30
1101,2022-02-15,20:00 - 21:00,51,82,4,2.72,29
1102,2022-02-15,21:00 - 22:00,53,83,5,2.53,31
1103,2022-02-15,22:00 - 23:00,52,80,5,2.72,31
1104,2022-02-15,23:00 - 24:00,48,78,6,2.43,31
1105,2022-02-16,00:00 - 01:00,47,80,7,2.28,29
1106,2022-02-16,01:00 - 02:00,48,80,8,2.28,26
1107,2022-02-16,02:00 - 03:00,47,81,6,2.16,26
1108,2022-02-16,03:00 - 04:00,51,87,8,2.11,22
1109,2022-02-16,04:00 - 05:00,52,83,7,2.16,23
1110,2022-02-16,05:00 - 06:00,53,81,4,2.49,25
1111,2022-02-16,06:00 - 07:00,54,85,4,N/A,N/A
1112,2022-02-16,07:00 - 08:00,54,91,N/A,2.81,26
1113,2022-02-16,08:00 - 09:00,57,95,5,2.82,27
1114,2022-02-16,09:00 - 10:00,61,102,6,2.87,33
1115,2022-02-16,10:00 - 11:00,69,109,9,2.79,32
1116,2022-02-16,11:00 - 12:00,62,107,11,2.82,34
1117,2022-02-16,12:00 - 13:00,67,114,19,2.5,33
1118,2022-02-16,13:00 - 14:00,53,103,21,2.55,36
1119,2022-02-16,14:00 - 15:00,43,97,31,2.61,27
1120,2022-02-16,15:00 - 16:00,49,86,24,2.69,41
1121,2022-02-16,16:00 - 17:00,40,86,21,2.62,47
1122,2022-02-16,17:00 - 18:00,37,87,15,3.12,50
1123,2022-02-16,18:00 - 19:00,49,103,8,3.29,48
1124,2022-02-16,19:00 - 20:00,60,115,6,3.38,47
1125,2022-02-16,20:00 - 21:00,73,128,6,3.24,44
1126,2022-02-16,21:00 - 22:00,81,129,6,3.17,41
1127,2022-02-16,22:00 - 23:00,80,127,6,2.95,43
1128,2022-02-16,23:00 - 24:00,81,125,8,2.75,40
1129,2022-02-17,00:00 - 01:00,78,125,8,2.35,36
1130,2022-02-17,01:00 - 02:00,76,120,11,2.24,29
1131,2022-02-17,02:00 - 03:00,79,126,9,2.25,30
1132,2022-02-17,03:00 - 04:00,79,129,11,2.19,22
1133,2022-02-17,04:00 - 05:00,90,146,7,2.4,26
1134,2022-02-17,05:00 - 06:00,116,170,N/A,N/A,N/A
1135,2022-02-17,06:00 - 07:00,75,114,N/A,N/A,N/A
1136,2022-02-17,07:00 - 08:00,91,161,6,4,37
1137,2022-02-17,08:00 - 09:00,108,195,7,3.63,38
1138,2022-02-17,09:00 - 10:00,90,162,8,3.05,40
1139,2022-02-17,10:00 - 11:00,66,137,9,2.84,44
1140,2022-02-17,11:00 - 12:00,55,105,11,2.55,35
1141,2022-02-17,12:00 - 13:00,77,125,9,2.97,45
1142,2022-02-17,13:00 - 14:00,97,146,11,3.2,59
1143,2022-02-17,14:00 - 15:00,103,137,22,2.96,57
1144,2022-02-17,15:00 - 16:00,70,110,25,2.48,24
1145,2022-02-17,16:00 - 17:00,35,66,13,2.28,19
1146,2022-02-17,17:00 - 18:00,33,75,8,2.53,18
1147,2022-02-17,18:00 - 19:00,31,69,6,2.82,18
1148,2022-02-17,19:00 - 20:00,36,64,6,2.59,18
1149,2022-02-17,20:00 - 21:00,40,73,5,2.43,18
1150,2022-02-17,21:00 - 22:00,43,79,4,2.32,20
1151,2022-02-17,22:00 - 23:00,53,87,4,2.48,20
1152,2022-02-17,23:00 - 24:00,45,82,4,2.62,21
1153,2022-02-18,00:00 - 01:00,35,72,4,2.4,19
1154,2022-02-18,01:00 - 02:00,31,68,3,2.01,19
1155,2022-02-18,02:00 - 03:00,32,66,3,2.18,20
1156,2022-02-18,03:00 - 04:00,32,65,3,2.28,18
1157,2022-02-18,04:00 - 05:00,27,69,3,N/A,N/A
1158,2022-02-18,05:00 - 06:00,34,69,N/A,2.48,19
1159,2022-02-18,06:00 - 07:00,38,76,4,3.03,22
1160,2022-02-18,07:00 - 08:00,36,82,3,2.71,19
1161,2022-02-18,08:00 - 09:00,34,79,4,2.57,23
1162,2022-02-18,09:00 - 10:00,33,77,5,2.71,24
1163,2022-02-18,10:00 - 11:00,29,77,7,2.41,29
1164,2022-02-18,11:00 - 12:00,27,74,8,2.24,28
1165,2022-02-18,12:00 - 13:00,27,67,12,2.03,31
1166,2022-02-18,13:00 - 14:00,25,62,18,2.1,24
1167,2022-02-18,14:00 - 15:00,23,59,14,1.84,16
1168,2022-02-18,15:00 - 16:00,21,52,12,1.86,12
1169,2022-02-18,16:00 - 17:00,17,42,8,2.13,16
1170,2022-02-18,17:00 - 18:00,13,36,6,2.08,17
1171,2022-02-18,18:00 - 19:00,25,49,5,2.32,17
1172,2022-02-18,19:00 - 20:00,32,62,7,2.3,16
1173,2022-02-18,20:00 - 21:00,36,63,8,2.29,15
1174,2022-02-18,21:00 - 22:00,38,66,8,2.19,13
1175,2022-02-18,22:00 - 23:00,39,67,9,1.98,12
1176,2022-02-18,23:00 - 24:00,30,53,9,1.84,10
1177,2022-02-19,00:00 - 01:00,22,42,8,1.82,11
1178,2022-02-19,01:00 - 02:00,20,39,7,1.85,11
1179,2022-02-19,02:00 - 03:00,17,34,7,1.9,10
1180,2022-02-19,03:00 - 04:00,22,40,9,N/A,N/A
1181,2022-02-19,04:00 - 05:00,20,38,N/A,2.07,13
1182,2022-02-19,05:00 - 06:00,17,34,4,2.65,21
1183,2022-02-19,06:00 - 07:00,22,41,4,2.45,16
1184,2022-02-19,07:00 - 08:00,22,39,4,2.84,18
1185,2022-02-19,08:00 - 09:00,21,44,5,2.67,18
1186,2022-02-19,09:00 - 10:00,22,47,6,2.41,17
1187,2022-02-19,10:00 - 11:00,24,40,9,2.17,14
1188,2022-02-19,11:00 - 12:00,20,32,10,2.3,15
1189,2022-02-19,12:00 - 13:00,14,27,12,2.09,11
1190,2022-02-19,13:00 - 14:00,13,23,12,2.22,13
1191,2022-02-19,14:00 - 15:00,12,21,12,2.1,12
1192,2022-02-19,15:00 - 16:00,12,28,11,2.17,12
1193,2022-02-19,16:00 - 17:00,10,32,10,2.29,13
1194,2022-02-19,17:00 - 18:00,16,35,8,2.33,15
1195,2022-02-19,18:00 - 19:00,21,39,6,2.42,15
1196,2022-02-19,19:00 - 20:00,32,56,7,2.41,14
1197,2022-02-19,20:00 - 21:00,38,57,7,2.25,12
1198,2022-02-19,21:00 - 22:00,41,61,7,2.18,13
1199,2022-02-19,22:00 - 23:00,40,60,7,2.17,11
1200,2022-02-19,23:00 - 24:00,35,53,8,2.1,10
1201,2022-02-20,00:00 - 01:00,32,50,10,1.86,7
1202,2022-02-20,01:00 - 02:00,23,52,10,1.86,6
1203,2022-02-20,02:00 - 03:00,19,48,11,N/A,N/A
1204,2022-02-20,03:00 - 04:00,20,41,N/A,1.9,7
1205,2022-02-20,04:00 - 05:00,18,42,9,1.91,8
1206,2022-02-20,05:00 - 06:00,22,42,7,2.57,12
1207,2022-02-20,06:00 - 07:00,24,44,7,2.25,12
1208,2022-02-20,07:00 - 08:00,19,53,7,2.22,11
1209,2022-02-20,08:00 - 09:00,15,50,7,2.27,10
1210,2022-02-20,09:00 - 10:00,17,47,9,2.16,8
1211,2022-02-20,10:00 - 11:00,23,45,10,2.18,9
1212,2022-02-20,11:00 - 12:00,22,41,11,2.08,9
1213,2022-02-20,12:00 - 13:00,17,40,12,2.04,9
1214,2022-02-20,13:00 - 14:00,14,41,12,1.92,8
1215,2022-02-20,14:00 - 15:00,14,35,14,2.04,8
1216,2022-02-20,15:00 - 16:00,13,31,13,2.15,8
1217,2022-02-20,16:00 - 17:00,13,30,11,2.24,9
1218,2022-02-20,17:00 - 18:00,15,36,10,2.48,12
1219,2022-02-20,18:00 - 19:00,24,41,9,2.53,12
1220,2022-02-20,19:00 - 20:00,36,54,6,2.49,12
1221,2022-02-20,20:00 - 21:00,30,59,6,2.41,12
1222,2022-02-20,21:00 - 22:00,22,52,7,2.25,10
1223,2022-02-20,22:00 - 23:00,23,43,7,2.19,10
1224,2022-02-20,23:00 - 24:00,18,41,7,2.07,10
1225,2022-02-21,00:00 - 01:00,14,38,7,1.97,9
1226,2022-02-21,01:00 - 02:00,15,38,7,N/A,N/A
1227,2022-02-21,02:00 - 03:00,15,38,N/A,1.94,9
1228,2022-02-21,03:00 - 04:00,20,38,8,1.96,6
1229,2022-02-21,04:00 - 05:00,19,35,8,2.1,8
1230,2022-02-21,05:00 - 06:00,14,36,5,2.61,15
1231,2022-02-21,06:00 - 07:00,13,33,5,2.96,18
1232,2022-02-21,07:00 - 08:00,20,37,4,4.75,34
1233,2022-02-21,08:00 - 09:00,26,59,5,4.83,37
1234,2022-02-21,09:00 - 10:00,40,84,5,3.23,27
1235,2022-02-21,10:00 - 11:00,43,67,6,2.82,30
1236,2022-02-21,11:00 - 12:00,36,55,13,2.59,26
1237,2022-02-21,12:00 - 13:00,40,48,19,2.23,17
1238,2022-02-21,13:00 - 14:00,29,47,20,2.13,14
1239,2022-02-21,14:00 - 15:00,22,43,18,2.39,23
1240,2022-02-21,15:00 - 16:00,19,45,17,2.41,31
1241,2022-02-21,16:00 - 17:00,24,48,17,2.47,35
1242,2022-02-21,17:00 - 18:00,25,47,15,2.61,34
1243,2022-02-21,18:00 - 19:00,30,53,11,2.94,29
1244,2022-02-21,19:00 - 20:00,24,60,8,2.93,32
1245,2022-02-21,20:00 - 21:00,49,65,7,3.11,28
1246,2022-02-21,21:00 - 22:00,42,64,6,2.68,23
1247,2022-02-21,22:00 - 23:00,36,65,8,2.37,22
1248,2022-02-21,23:00 - 24:00,28,63,7,2.27,18
1249,2022-02-22,00:00 - 01:00,25,55,8,N/A,N/A
1250,2022-02-22,01:00 - 02:00,30,57,N/A,1.97,11
1251,2022-02-22,02:00 - 03:00,32,51,9,1.96,11
1252,2022-02-22,03:00 - 04:00,35,47,10,1.97,13
1253,2022-02-22,04:00 - 05:00,26,44,7,2.05,16
1254,2022-02-22,05:00 - 06:00,27,42,5,2.26,20
1255,2022-02-22,06:00 - 07:00,24,51,3,2.76,32
1256,2022-02-22,07:00 - 08:00,23,60,3,3.09,33
1257,2022-02-22,08:00 - 09:00,33,59,3,3.04,28
1258,2022-02-22,09:00 - 10:00,46,66,4,3.07,34
1259,2022-02-22,10:00 - 11:00,47,74,5,3.1,40
1260,2022-02-22,11:00 - 12:00,53,76,8,2.83,39
1261,2022-02-22,12:00 - 13:00,51,86,13,2.71,41
1262,2022-02-22,13:00 - 14:00,37,86,20,2.75,43
1263,2022-02-22,14:00 - 15:00,32,83,19,2.73,47
1264,2022-02-22,15:00 - 16:00,26,78,20,2.6,43
1265,2022-02-22,16:00 - 17:00,24,70,14,2.86,50
1266,2022-02-22,17:00 - 18:00,25,64,13,2.92,47
1267,2022-02-22,18:00 - 19:00,32,67,19,2.97,52
1268,2022-02-22,19:00 - 20:00,29,79,10,3.22,51
1269,2022-02-22,20:00 - 21:00,33,87,8,3.23,53
1270,2022-02-22,21:00 - 22:00,29,84,4,3.45,56
1271,2022-02-22,22:00 - 23:00,32,88,6,3.08,47
1272,2022-02-22,23:00 - 24:00,33,90,3,N/A,N/A
1273,2022-02-23,00:00 - 01:00,40,93,N/A,3.08,44
1274,2022-02-23,01:00 - 02:00,50,97,4,2.97,38
1275,2022-02-23,02:00 - 03:00,48,94,4,2.91,35
1276,2022-02-23,03:00 - 04:00,49,86,4,2.87,33
1277,2022-02-23,04:00 - 05:00,41,88,5,2.88,36
1278,2022-02-23,05:00 - 06:00,38,79,5,3,36
1279,2022-02-23,06:00 - 07:00,37,72,6,3.37,37
1280,2022-02-23,07:00 - 08:00,41,71,4,3.82,39
1281,2022-02-23,08:00 - 09:00,38,78,3,4.14,42
1282,2022-02-23,09:00 - 10:00,51,94,5,3.54,46
