datetime,PM2.5,PM10,O3,CO,NO2
2022-02-01 12:00:00,19,36,22.0,1.5,16.0
2022-02-01 13:00:00,22,35,20.0,1.77,16.0
2022-02-01 14:00:00,20,31,21.0,1.63,15.0
2022-02-01 15:00:00,23,43,20.0,1.64,14.0
2022-02-01 16:00:00,17,39,20.0,1.44,12.0
2022-02-01 17:00:00,13,39,18.0,1.6,14.0
2022-02-01 18:00:00,11,39,16.0,1.82,16.0
2022-02-01 19:00:00,17,41,15.0,1.92,18.0
2022-02-01 20:00:00,17,45,17.0,1.67,16.0
2022-02-01 21:00:00,21,50,17.0,1.67,16.0
2022-02-01 22:00:00,18,44,17.0,1.45,15.0
2022-02-01 23:00:00,28,53,18.0,1.38,12.0
2022-02-02 00:00:00,24,51,18.0,1.19,12.0
2022-02-02 01:00:00,26,55,20.0,1.14,7.0
2022-02-02 02:00:00,23,53,17.0,1.15,8.0
2022-02-02 03:00:00,18,46,17.0,1.2,9.0
2022-02-02 04:00:00,20,39,16.0,1.26,11.0
2022-02-02 05:00:00,21,39,14.0,1.41,15.0
2022-02-02 06:00:00,19,42,14.0,1.48,16.0
2022-02-02 07:00:00,21,43,11.0,1.86,20.0
2022-02-02 08:00:00,16,48,13.0,1.71,17.0
2022-02-02 09:00:00,16,49,16.0,1.62,17.0
2022-02-02 10:00:00,13,47,15.0,1.77,26.0
2022-02-02 11:00:00,16,45,21.0,1.52,22.0
2022-02-02 12:00:00,18,46,21.0,1.57,26.0
2022-02-02 13:00:00,21,59,23.0,1.68,20.0
2022-02-02 14:00:00,21,51,22.0,1.55,16.0
2022-02-02 15:00:00,17,49,17.0,1.68,14.0
2022-02-02 16:00:00,14,46,14.0,1.73,12.0
2022-02-02 17:00:00,13,39,10.0,1.73,15.0
2022-02-02 18:00:00,23,50,8.0,1.79,17.0
2022-02-02 19:00:00,24,50,10.0,1.72,17.0
2022-02-02 20:00:00,40,73,11.0,1.72,17.0
2022-02-02 21:00:00,37,71,11.0,1.68,16.0
2022-02-02 22:00:00,40,77,11.0,1.48,13.0
2022-02-02 23:00:00,36,68,13.0,1.28,11.0
2022-02-03 00:00:00,27,57,13.0,1.17,12.0
2022-02-03 01:00:00,24,52,13.0,1.19,11.0
2022-02-03 02:00:00,25,53,11.0,1.14,11.0
2022-02-03 03:00:00,24,49,10.0,1.3,12.0
2022-02-03 04:00:00,22,45,9.0,1.52,14.0
2022-02-03 05:00:00,23,42,7.0,3.09,21.0
2022-02-03 06:00:00,20,45,6.0,2.4,22.0
2022-02-03 07:00:00,25,59,6.0,2.91,24.0
2022-02-03 08:00:00,26,72,6.0,2.41,29.0
2022-02-03 09:00:00,27,73,8.0,1.92,23.0
2022-02-03 10:00:00,22,67,9.0,2.07,31.0
2022-02-03 11:00:00,42,83,19.0,1.69,22.0
2022-02-03 12:00:00,37,71,25.0,1.73,27.0
2022-02-03 13:00:00,34,73,28.0,1.93,27.0
2022-02-03 14:00:00,32,62,31.0,1.6,23.0
2022-02-03 15:00:00,27,53,28.0,1.74,16.0
2022-02-03 16:00:00,20,53,24.0,1.86,17.0
2022-02-03 17:00:00,18,54,13.0,2.12,18.0
2022-02-03 18:00:00,23,59,9.0,2.14,19.0
2022-02-03 19:00:00,37,65,8.0,2.14,19.0
2022-02-03 20:00:00,37,69,8.0,1.78,18.0
2022-02-03 21:00:00,37,61,8.0,1.75,17.0
2022-02-03 22:00:00,40,58,7.0,1.59,18.0
2022-02-03 23:00:00,29,58,9.0,1.37,16.0
2022-02-04 00:00:00,22,50,12.0,1.24,11.0
2022-02-04 01:00:00,23,52,12.0,1.25,10.0
2022-02-04 02:00:00,20,48,10.0,1.36,12.0
2022-02-04 03:00:00,27,43,10.0,1.4,14.0
2022-02-04 04:00:00,20,53,10.0,1.57,14.0
2022-02-04 05:00:00,23,49,8.0,2.26,21.0
2022-02-04 06:00:00,18,47,7.0,2.14,23.0
2022-02-04 07:00:00,21,58,7.0,2.2,24.0
2022-02-04 08:00:00,24,70,7.0,2.56,30.0
2022-02-04 09:00:00,31,73,10.0,2.09,27.0
2022-02-04 10:00:00,28,70,9.0,2.16,31.0
2022-02-04 11:00:00,36,69,13.0,1.78,38.0
2022-02-04 12:00:00,28,62,22.0,1.63,40.0
2022-02-04 13:00:00,35,62,21.0,1.78,41.0
2022-02-04 14:00:00,38,60,27.0,1.74,37.0
2022-02-04 15:00:00,28,68,26.0,1.73,36.0
2022-02-04 16:00:00,30,58,20.0,1.98,45.0
2022-02-04 17:00:00,28,61,18.0,2.13,45.0
2022-02-04 18:00:00,35,67,21.0,2.13,45.0
2022-02-04 19:00:00,47,64,21.0,2.14,33.0
2022-02-04 20:00:00,48,66,9.0,2.12,34.0
2022-02-04 21:00:00,43,70,5.0,2.73,47.0
2022-02-04 22:00:00,40,65,4.0,2.47,41.0
2022-02-04 23:00:00,36,72,4.0,2.13,38.0
2022-02-05 00:00:00,27,65,3.0,1.94,37.0
2022-02-05 01:00:00,22,66,7.0,1.61,34.0
2022-02-05 02:00:00,30,59,3.0,1.68,33.0
2022-02-05 03:00:00,30,59,4.0,1.75,32.0
2022-02-05 04:00:00,30,60,4.0,1.89,33.0
2022-02-05 05:00:00,33,70,4.0,2.25,36.0
2022-02-05 06:00:00,33,82,4.0,2.38,37.0
2022-02-05 07:00:00,44,100,4.0,2.58,38.0
2022-02-05 08:00:00,42,105,6.0,2.45,36.0
2022-02-05 09:00:00,45,112,9.0,2.16,37.0
2022-02-05 10:00:00,44,98,14.0,1.99,36.0
2022-02-05 11:00:00,42,90,17.0,1.83,38.0
2022-02-05 12:00:00,38,88,21.0,1.91,39.0
2022-02-05 13:00:00,36,80,23.0,1.92,48.0
2022-02-05 14:00:00,39,83,23.0,2.04,51.0
2022-02-05 15:00:00,38,80,27.0,2.32,52.0
2022-02-05 16:00:00,35,84,30.0,2.24,50.0
2022-02-05 17:00:00,43,84,22.0,2.24,50.0
2022-02-05 18:00:00,45,89,22.0,2.66,41.0
2022-02-05 19:00:00,58,102,12.0,2.64,51.0
2022-02-05 20:00:00,53,97,13.0,2.11,42.0
2022-02-05 21:00:00,48,96,14.0,1.96,36.0
2022-02-05 22:00:00,39,82,12.0,1.93,36.0
2022-02-05 23:00:00,34,88,14.0,1.82,33.0
2022-02-06 00:00:00,30,81,10.0,1.77,29.0
2022-02-06 01:00:00,32,86,11.0,1.76,26.0
2022-02-06 02:00:00,35,81,9.0,1.8,26.0
2022-02-06 03:00:00,36,79,10.0,1.8,24.0
2022-02-06 04:00:00,38,80,7.0,1.81,29.0
2022-02-06 05:00:00,37,72,4.0,2.1,33.0
2022-02-06 06:00:00,38,77,3.0,2.21,34.0
2022-02-06 07:00:00,45,78,4.0,2.39,29.0
2022-02-06 08:00:00,41,85,6.0,2.46,32.0
2022-02-06 09:00:00,53,87,10.0,2.48,36.0
2022-02-06 10:00:00,56,93,17.0,2.16,37.0
2022-02-06 11:00:00,47,88,26.0,1.97,34.0
2022-02-06 12:00:00,41,88,29.0,1.86,31.0
2022-02-06 13:00:00,44,76,32.0,1.88,33.0
2022-02-06 14:00:00,34,77,26.0,1.96,44.0
2022-02-06 15:00:00,42,71,36.0,1.93,38.0
2022-02-06 16:00:00,31,70,30.0,1.93,38.0
2022-02-06 17:00:00,39,68,30.0,2.22,52.0
2022-02-06 18:00:00,43,81,16.0,2.52,56.0
2022-02-06 19:00:00,48,90,8.0,2.96,61.0
2022-02-06 20:00:00,50,98,6.0,3.41,66.0
2022-02-06 21:00:00,44,111,4.0,3.13,70.0
2022-02-06 22:00:00,41,115,3.0,3.32,67.0
2022-02-06 23:00:00,55,119,7.0,3.24,66.0
2022-02-07 00:00:00,55,124,11.0,2.61,61.0
2022-02-07 01:00:00,65,118,5.0,2.44,53.0
2022-02-07 02:00:00,68,128,9.0,2.1,39.0
2022-02-07 03:00:00,68,119,12.0,1.93,29.0
2022-02-07 04:00:00,68,113,5.0,2.18,38.0
2022-02-07 05:00:00,65,118,5.0,2.42,41.0
2022-02-07 06:00:00,66,136,6.0,2.77,38.0
2022-02-07 07:00:00,75,139,6.0,2.99,43.0
2022-02-07 08:00:00,73,143,9.0,2.88,47.0
2022-02-07 09:00:00,76,131,17.0,2.7,49.0
2022-02-07 10:00:00,73,125,23.0,2.4,48.0
2022-02-07 11:00:00,66,118,23.0,2.28,53.0
2022-02-07 12:00:00,61,105,30.0,2.12,54.0
2022-02-07 13:00:00,48,95,31.0,2.49,60.0
2022-02-07 14:00:00,44,87,28.0,2.44,67.0
2022-02-07 15:00:00,44,89,39.0,2.44,67.0
2022-02-07 16:00:00,45,87,39.0,2.92,84.0
2022-02-07 17:00:00,50,95,50.0,2.94,50.0
2022-02-07 18:00:00,52,91,43.0,2.97,53.0
2022-02-07 19:00:00,57,96,17.0,2.92,72.0
2022-02-07 20:00:00,65,105,5.0,2.99,80.0
2022-02-07 21:00:00,64,112,4.0,3.11,75.0
2022-02-07 22:00:00,62,107,4.0,2.88,70.0
2022-02-07 23:00:00,57,117,22.0,2.08,42.0
2022-02-08 00:00:00,55,105,32.0,1.86,23.0
2022-02-08 01:00:00,59,85,40.0,1.91,16.0
2022-02-08 02:00:00,56,82,41.0,1.88,16.0
2022-02-08 03:00:00,55,80,30.0,2.0,28.0
2022-02-08 04:00:00,50,83,19.0,2.19,44.0
2022-02-08 05:00:00,53,89,16.0,2.94,53.0
2022-02-08 06:00:00,57,99,20.0,2.43,47.0
2022-02-08 07:00:00,69,111,18.0,2.64,48.0
2022-02-08 08:00:00,70,121,18.0,2.6,42.0
2022-02-08 09:00:00,80,120,11.0,3.17,62.0
2022-02-08 10:00:00,77,117,15.0,2.92,66.0
2022-02-08 11:00:00,75,111,26.0,2.6,61.0
2022-02-08 12:00:00,65,99,32.0,2.65,69.0
2022-02-08 13:00:00,59,96,28.0,2.77,92.0
2022-02-08 14:00:00,56,90,37.0,2.77,92.0
2022-02-08 15:00:00,57,87,37.0,2.62,84.0
2022-02-08 16:00:00,60,89,31.0,2.68,83.0
2022-02-08 17:00:00,67,132,29.0,2.8,67.0
2022-02-08 18:00:00,60,109,15.0,3.6,80.0
2022-02-08 19:00:00,52,96,4.0,4.11,88.0
2022-02-08 20:00:00,51,93,5.0,4.38,79.0
2022-02-08 21:00:00,62,122,11.0,2.7,51.0
2022-02-08 22:00:00,56,99,15.0,2.16,40.0
2022-02-08 23:00:00,56,92,31.0,1.77,17.0
2022-02-09 00:00:00,50,87,29.0,1.86,15.0
2022-02-09 01:00:00,52,98,25.0,1.89,15.0
2022-02-09 02:00:00,51,88,20.0,1.84,22.0
2022-02-09 03:00:00,48,81,19.0,1.84,22.0
2022-02-09 04:00:00,36,75,15.0,1.89,28.0
2022-02-09 05:00:00,30,54,25.0,2.86,31.0
2022-02-09 06:00:00,32,59,10.0,2.32,33.0
2022-02-09 07:00:00,30,52,20.0,2.76,29.0
2022-02-09 08:00:00,35,60,15.0,2.51,24.0
2022-02-09 09:00:00,26,47,20.0,2.11,21.0
2022-02-09 10:00:00,23,44,23.0,2.17,24.0
2022-02-09 11:00:00,23,34,40.0,2.19,22.0
2022-02-09 12:00:00,25,37,36.0,2.26,21.0
2022-02-09 13:00:00,31,58,36.0,2.26,21.0
2022-02-09 14:00:00,36,62,36.0,2.06,41.0
2022-02-09 15:00:00,19,50,26.0,2.06,48.0
2022-02-09 16:00:00,40,73,14.0,2.69,67.0
2022-02-09 17:00:00,53,74,20.0,2.85,47.0
2022-02-09 18:00:00,40,86,18.0,2.49,27.0
2022-02-09 19:00:00,24,57,18.0,2.1,22.0
2022-02-09 20:00:00,25,83,27.0,1.9,18.0
2022-02-09 21:00:00,23,65,29.0,1.85,19.0
2022-02-09 22:00:00,27,82,21.0,1.72,14.0
2022-02-09 23:00:00,32,65,18.0,1.58,11.0
2022-02-10 00:00:00,37,67,20.0,1.46,7.0
2022-02-10 01:00:00,36,68,20.0,1.48,8.0
2022-02-10 02:00:00,39,76,20.0,1.51,8.0
2022-02-10 03:00:00,38,71,24.0,1.48,9.0
2022-02-10 04:00:00,29,60,25.0,1.49,9.0
2022-02-10 05:00:00,23,51,17.0,1.61,17.0
2022-02-10 06:00:00,22,49,11.0,2.75,45.0
2022-02-10 07:00:00,33,57,20.0,3.55,43.0
2022-02-10 08:00:00,49,74,8.0,3.44,45.0
2022-02-10 09:00:00,55,89,14.0,2.83,36.0
2022-02-10 10:00:00,53,91,12.0,2.09,26.0
2022-02-10 11:00:00,47,87,15.0,2.28,28.0
2022-02-10 12:00:00,42,84,18.0,2.28,28.0
2022-02-10 13:00:00,39,77,18.0,2.2,33.0
2022-02-10 14:00:00,45,77,30.0,2.27,31.0
2022-02-10 15:00:00,46,74,18.0,2.01,21.0
2022-02-10 16:00:00,42,70,12.0,2.44,46.0
2022-02-10 17:00:00,38,71,11.0,2.33,25.0
2022-02-10 18:00:00,37,71,8.0,2.27,21.0
2022-02-10 19:00:00,42,75,6.0,2.1,20.0
2022-02-10 20:00:00,44,82,7.0,2.06,19.0
2022-02-10 21:00:00,42,80,8.0,1.85,18.0
2022-02-10 22:00:00,38,72,9.0,1.75,14.0
2022-02-10 23:00:00,35,67,9.0,1.61,11.0
2022-02-11 00:00:00,32,63,11.0,1.53,8.0
2022-02-11 01:00:00,30,57,10.0,1.53,9.0
2022-02-11 02:00:00,31,53,11.0,1.53,6.0
2022-02-11 03:00:00,31,52,11.0,1.53,8.0
2022-02-11 04:00:00,25,49,10.0,1.58,9.0
2022-02-11 05:00:00,22,49,7.0,3.64,16.0
2022-02-11 06:00:00,21,50,6.0,2.09,19.0
2022-02-11 07:00:00,23,50,6.0,2.2,18.0
2022-02-11 08:00:00,27,54,7.0,2.3,17.0
2022-02-11 09:00:00,30,50,8.0,2.16,17.0
2022-02-11 10:00:00,27,50,10.0,1.88,17.0
2022-02-11 11:00:00,23,56,13.0,1.88,17.0
2022-02-11 12:00:00,20,53,13.0,1.88,17.0
2022-02-11 13:00:00,22,54,13.0,1.88,17.0
2022-02-11 14:00:00,27,67,13.0,1.88,17.0
2022-02-11 15:00:00,35,77,13.0,1.88,17.0
2022-02-11 16:00:00,42,77,13.0,1.88,17.0
2022-02-11 17:00:00,43,87,13.0,1.88,17.0
2022-02-11 18:00:00,42,83,13.0,1.88,17.0
2022-02-11 19:00:00,36,69,13.0,1.88,17.0
2022-02-11 20:00:00,35,69,5.0,2.46,39.0
2022-02-11 21:00:00,54,91,4.0,2.18,35.0
2022-02-11 22:00:00,55,91,9.0,1.92,22.0
2022-02-11 23:00:00,41,73,13.0,1.74,12.0
2022-02-12 00:00:00,29,50,16.0,1.62,9.0
2022-02-12 01:00:00,24,43,14.0,1.65,9.0
2022-02-12 02:00:00,30,48,13.0,1.63,9.0
2022-02-12 03:00:00,29,50,6.0,1.89,20.0
2022-02-12 04:00:00,27,53,6.0,2.09,21.0
2022-02-12 05:00:00,26,58,5.0,2.55,31.0
2022-02-12 06:00:00,32,70,5.0,2.68,32.0
2022-02-12 07:00:00,44,84,5.0,3.01,33.0
2022-02-12 08:00:00,57,105,5.0,3.72,37.0
2022-02-12 09:00:00,66,119,6.0,3.04,37.0
2022-02-12 10:00:00,69,122,8.0,3.04,37.0
2022-02-12 11:00:00,64,117,8.0,2.61,46.0
2022-02-12 12:00:00,56,101,21.0,2.34,42.0
2022-02-12 13:00:00,46,91,23.0,2.66,54.0
2022-02-12 14:00:00,48,91,17.0,2.51,46.0
2022-02-12 15:00:00,52,87,14.0,2.57,42.0
2022-02-12 16:00:00,47,81,16.0,2.37,46.0
2022-02-12 17:00:00,39,79,14.0,2.61,42.0
2022-02-12 18:00:00,39,79,9.0,2.8,48.0
2022-02-12 19:00:00,40,80,13.0,2.58,33.0
2022-02-12 20:00:00,44,85,9.0,2.4,34.0
2022-02-12 21:00:00,50,88,7.0,2.48,35.0
2022-02-12 22:00:00,45,87,7.0,2.32,33.0
2022-02-12 23:00:00,41,82,13.0,2.1,25.0
2022-02-13 00:00:00,42,82,15.0,1.97,21.0
2022-02-13 01:00:00,45,82,14.0,1.97,21.0
2022-02-13 02:00:00,41,84,11.0,1.92,20.0
2022-02-13 03:00:00,40,77,10.0,1.96,19.0
2022-02-13 04:00:00,38,71,13.0,1.9,17.0
2022-02-13 05:00:00,32,63,5.0,2.9,31.0
2022-02-13 06:00:00,42,72,4.0,3.27,32.0
2022-02-13 07:00:00,51,93,4.0,3.59,35.0
2022-02-13 08:00:00,60,108,6.0,3.19,39.0
2022-02-13 09:00:00,68,116,8.0,3.19,39.0
2022-02-13 10:00:00,65,112,8.0,2.66,38.0
2022-02-13 11:00:00,49,106,12.0,2.8,50.0
2022-02-13 12:00:00,50,111,22.0,2.59,42.0
2022-02-13 13:00:00,48,98,32.0,2.05,21.0
2022-02-13 14:00:00,48,85,31.0,2.18,19.0
2022-02-13 15:00:00,41,73,28.0,2.16,23.0
2022-02-13 16:00:00,37,69,30.0,2.25,21.0
2022-02-13 17:00:00,42,72,24.0,2.3,22.0
2022-02-13 18:00:00,42,74,20.0,2.52,19.0
2022-02-13 19:00:00,45,76,14.0,2.37,16.0
2022-02-13 20:00:00,43,72,12.0,2.24,15.0
2022-02-13 21:00:00,41,69,14.0,2.07,13.0
2022-02-13 22:00:00,37,63,12.0,1.96,14.0
2022-02-13 23:00:00,34,58,13.0,1.88,12.0
2022-02-14 00:00:00,33,53,14.0,1.66,11.0
2022-02-14 01:00:00,25,48,13.0,1.71,9.0
2022-02-14 02:00:00,21,46,13.0,1.72,9.0
2022-02-14 03:00:00,17,45,13.0,1.73,11.0
2022-02-14 04:00:00,14,39,11.0,2.47,15.0
2022-02-14 05:00:00,19,40,7.0,2.38,24.0
2022-02-14 06:00:00,23,45,4.0,3.4,31.0
2022-02-14 07:00:00,36,61,4.0,3.96,31.0
2022-02-14 08:00:00,47,76,5.0,3.96,31.0
2022-02-14 09:00:00,49,89,5.0,3.96,31.0
2022-02-14 10:00:00,46,99,5.0,3.96,31.0
2022-02-14 11:00:00,42,94,5.0,3.96,31.0
2022-02-14 12:00:00,39,83,5.0,3.96,31.0
2022-02-14 13:00:00,41,74,5.0,3.96,31.0
2022-02-14 14:00:00,45,77,5.0,3.96,31.0
2022-02-14 15:00:00,40,71,5.0,3.96,31.0
2022-02-14 16:00:00,23,59,5.0,3.96,31.0
2022-02-14 17:00:00,22,36,9.0,2.44,29.0
2022-02-14 18:00:00,26,54,9.0,2.56,25.0
2022-02-14 19:00:00,24,48,8.0,2.35,24.0
2022-02-14 20:00:00,21,42,7.0,2.15,23.0
2022-02-14 21:00:00,37,76,7.0,2.22,23.0
2022-02-14 22:00:00,39,76,8.0,2.16,24.0
2022-02-14 23:00:00,19,40,10.0,2.0,24.0
2022-02-15 00:00:00,22,44,8.0,1.88,26.0
2022-02-15 01:00:00,18,47,10.0,1.79,21.0
2022-02-15 02:00:00,27,46,8.0,1.65,24.0
2022-02-15 03:00:00,24,46,7.0,1.7,25.0
2022-02-15 04:00:00,25,51,8.0,1.72,28.0
2022-02-15 05:00:00,23,51,5.0,2.04,34.0
2022-02-15 06:00:00,26,55,5.0,2.3,31.0
2022-02-15 07:00:00,34,62,6.0,2.3,31.0
2022-02-15 08:00:00,44,80,6.0,2.24,24.0
2022-02-15 09:00:00,43,84,10.0,2.15,26.0
2022-02-15 10:00:00,38,79,11.0,2.26,30.0
2022-02-15 11:00:00,37,81,12.0,2.15,31.0
2022-02-15 12:00:00,37,82,12.0,2.1,31.0
2022-02-15 13:00:00,40,79,13.0,2.19,35.0
2022-02-15 14:00:00,51,76,11.0,2.56,35.0
2022-02-15 15:00:00,52,75,14.0,2.51,35.0
2022-02-15 16:00:00,44,75,9.0,2.71,42.0
2022-02-15 17:00:00,43,73,10.0,2.69,38.0
2022-02-15 18:00:00,44,84,5.0,2.4,37.0
2022-02-15 19:00:00,44,76,4.0,2.28,30.0
2022-02-15 20:00:00,51,82,4.0,2.72,29.0
2022-02-15 21:00:00,53,83,5.0,2.53,31.0
2022-02-15 22:00:00,52,80,5.0,2.72,31.0
2022-02-15 23:00:00,48,78,6.0,2.43,31.0
2022-02-16 00:00:00,47,80,7.0,2.28,29.0
2022-02-16 01:00:00,48,80,8.0,2.28,26.0
2022-02-16 02:00:00,47,81,6.0,2.16,26.0
2022-02-16 03:00:00,51,87,8.0,2.11,22.0
2022-02-16 04:00:00,52,83,7.0,2.16,23.0
2022-02-16 05:00:00,53,81,4.0,2.49,25.0
2022-02-16 06:00:00,54,85,4.0,2.49,25.0
2022-02-16 07:00:00,54,91,4.0,2.81,26.0
2022-02-16 08:00:00,57,95,5.0,2.82,27.0
2022-02-16 09:00:00,61,102,6.0,2.87,33.0
2022-02-16 10:00:00,69,109,9.0,2.79,32.0
2022-02-16 11:00:00,62,107,11.0,2.82,34.0
2022-02-16 12:00:00,67,114,19.0,2.5,33.0
2022-02-16 13:00:00,53,103,21.0,2.55,36.0
2022-02-16 14:00:00,43,97,31.0,2.61,27.0
2022-02-16 15:00:00,49,86,24.0,2.69,41.0
2022-02-16 16:00:00,40,86,21.0,2.62,47.0
2022-02-16 17:00:00,37,87,15.0,3.12,50.0
2022-02-16 18:00:00,49,103,8.0,3.29,48.0
2022-02-16 19:00:00,60,115,6.0,3.38,47.0
2022-02-16 20:00:00,73,128,6.0,3.24,44.0
2022-02-16 21:00:00,81,129,6.0,3.17,41.0
2022-02-16 22:00:00,80,127,6.0,2.95,43.0
2022-02-16 23:00:00,81,125,8.0,2.75,40.0
2022-02-17 00:00:00,78,125,8.0,2.35,36.0
2022-02-17 01:00:00,76,120,11.0,2.24,29.0
2022-02-17 02:00:00,79,126,9.0,2.25,30.0
2022-02-17 03:00:00,79,129,11.0,2.19,22.0
2022-02-17 04:00:00,90,146,7.0,2.4,26.0
2022-02-17 05:00:00,116,170,7.0,2.4,26.0
2022-02-17 06:00:00,75,114,7.0,2.4,26.0
2022-02-17 07:00:00,91,161,6.0,4.0,37.0
2022-02-17 08:00:00,108,195,7.0,3.63,38.0
2022-02-17 09:00:00,90,162,8.0,3.05,40.0
2022-02-17 10:00:00,66,137,9.0,2.84,44.0
2022-02-17 11:00:00,55,105,11.0,2.55,35.0
2022-02-17 12:00:00,77,125,9.0,2.97,45.0
2022-02-17 13:00:00,97,146,11.0,3.2,59.0
2022-02-17 14:00:00,103,137,22.0,2.96,57.0
2022-02-17 15:00:00,70,110,25.0,2.48,24.0
2022-02-17 16:00:00,35,66,13.0,2.28,19.0
2022-02-17 17:00:00,33,75,8.0,2.53,18.0
2022-02-17 18:00:00,31,69,6.0,2.82,18.0
2022-02-17 19:00:00,36,64,6.0,2.59,18.0
2022-02-17 20:00:00,40,73,5.0,2.43,18.0
2022-02-17 21:00:00,43,79,4.0,2.32,20.0
2022-02-17 22:00:00,53,87,4.0,2.48,20.0
2022-02-17 23:00:00,45,82,4.0,2.62,21.0
2022-02-18 00:00:00,35,72,4.0,2.4,19.0
2022-02-18 01:00:00,31,68,3.0,2.01,19.0
2022-02-18 02:00:00,32,66,3.0,2.18,20.0
2022-02-18 03:00:00,32,65,3.0,2.28,18.0
2022-02-18 04:00:00,27,69,3.0,2.28,18.0
2022-02-18 05:00:00,34,69,3.0,2.48,19.0
2022-02-18 06:00:00,38,76,4.0,3.03,22.0
2022-02-18 07:00:00,36,82,3.0,2.71,19.0
2022-02-18 08:00:00,34,79,4.0,2.57,23.0
2022-02-18 09:00:00,33,77,5.0,2.71,24.0
2022-02-18 10:00:00,29,77,7.0,2.41,29.0
2022-02-18 11:00:00,27,74,8.0,2.24,28.0
2022-02-18 12:00:00,27,67,12.0,2.03,31.0
2022-02-18 13:00:00,25,62,18.0,2.1,24.0
2022-02-18 14:00:00,23,59,14.0,1.84,16.0
2022-02-18 15:00:00,21,52,12.0,1.86,12.0
2022-02-18 16:00:00,17,42,8.0,2.13,16.0
2022-02-18 17:00:00,13,36,6.0,2.08,17.0
2022-02-18 18:00:00,25,49,5.0,2.32,17.0
2022-02-18 19:00:00,32,62,7.0,2.3,16.0
2022-02-18 20:00:00,36,63,8.0,2.29,15.0
2022-02-18 21:00:00,38,66,8.0,2.19,13.0
2022-02-18 22:00:00,39,67,9.0,1.98,12.0
2022-02-18 23:00:00,30,53,9.0,1.84,10.0
2022-02-19 00:00:00,22,42,8.0,1.82,11.0
2022-02-19 01:00:00,20,39,7.0,1.85,11.0
2022-02-19 02:00:00,17,34,7.0,1.9,10.0
2022-02-19 03:00:00,22,40,9.0,1.9,10.0
2022-02-19 04:00:00,20,38,9.0,2.07,13.0
2022-02-19 05:00:00,17,34,4.0,2.65,21.0
2022-02-19 06:00:00,22,41,4.0,2.45,16.0
2022-02-19 07:00:00,22,39,4.0,2.84,18.0
2022-02-19 08:00:00,21,44,5.0,2.67,18.0
2022-02-19 09:00:00,22,47,6.0,2.41,17.0
2022-02-19 10:00:00,24,40,9.0,2.17,14.0
2022-02-19 11:00:00,20,32,10.0,2.3,15.0
2022-02-19 12:00:00,14,27,12.0,2.09,11.0
2022-02-19 13:00:00,13,23,12.0,2.22,13.0
2022-02-19 14:00:00,12,21,12.0,2.1,12.0
2022-02-19 15:00:00,12,28,11.0,2.17,12.0
2022-02-19 16:00:00,10,32,10.0,2.29,13.0
2022-02-19 17:00:00,16,35,8.0,2.33,15.0
2022-02-19 18:00:00,21,39,6.0,2.42,15.0
2022-02-19 19:00:00,32,56,7.0,2.41,14.0
2022-02-19 20:00:00,38,57,7.0,2.25,12.0
2022-02-19 21:00:00,41,61,7.0,2.18,13.0
2022-02-19 22:00:00,40,60,7.0,2.17,11.0
2022-02-19 23:00:00,35,53,8.0,2.1,10.0
2022-02-20 00:00:00,32,50,10.0,1.86,7.0
2022-02-20 01:00:00,23,52,10.0,1.86,6.0
2022-02-20 02:00:00,19,48,11.0,1.86,6.0
2022-02-20 03:00:00,20,41,11.0,1.9,7.0
2022-02-20 04:00:00,18,42,9.0,1.91,8.0
2022-02-20 05:00:00,22,42,7.0,2.57,12.0
2022-02-20 06:00:00,24,44,7.0,2.25,12.0
2022-02-20 07:00:00,19,53,7.0,2.22,11.0
2022-02-20 08:00:00,15,50,7.0,2.27,10.0
2022-02-20 09:00:00,17,47,9.0,2.16,8.0
2022-02-20 10:00:00,23,45,10.0,2.18,9.0
2022-02-20 11:00:00,22,41,11.0,2.08,9.0
2022-02-20 12:00:00,17,40,12.0,2.04,9.0
2022-02-20 13:00:00,14,41,12.0,1.92,8.0
2022-02-20 14:00:00,14,35,14.0,2.04,8.0
2022-02-20 15:00:00,13,31,13.0,2.15,8.0
2022-02-20 16:00:00,13,30,11.0,2.24,9.0
2022-02-20 17:00:00,15,36,10.0,2.48,12.0
2022-02-20 18:00:00,24,41,9.0,2.53,12.0
2022-02-20 19:00:00,36,54,6.0,2.49,12.0
2022-02-20 20:00:00,30,59,6.0,2.41,12.0
2022-02-20 21:00:00,22,52,7.0,2.25,10.0
2022-02-20 22:00:00,23,43,7.0,2.19,10.0
2022-02-20 23:00:00,18,41,7.0,2.07,10.0
2022-02-21 00:00:00,14,38,7.0,1.97,9.0
2022-02-21 01:00:00,15,38,7.0,1.97,9.0
2022-02-21 02:00:00,15,38,7.0,1.94,9.0
2022-02-21 03:00:00,20,38,8.0,1.96,6.0
2022-02-21 04:00:00,19,35,8.0,2.1,8.0
2022-02-21 05:00:00,14,36,5.0,2.61,15.0
2022-02-21 06:00:00,13,33,5.0,2.96,18.0
2022-02-21 07:00:00,20,37,4.0,4.75,34.0
2022-02-21 08:00:00,26,59,5.0,4.83,37.0
2022-02-21 09:00:00,40,84,5.0,3.23,27.0
2022-02-21 10:00:00,43,67,6.0,2.82,30.0
2022-02-21 11:00:00,36,55,13.0,2.59,26.0
2022-02-21 12:00:00,40,48,19.0,2.23,17.0
