datetime,PM2.5,PM10,O3,CO,NO2
2022-01-12 11:00:00,40,106,20.0,1.07,46.0
2022-01-12 12:00:00,29,67,22.0,0.97,45.0
2022-01-12 13:00:00,30,50,26.0,0.81,39.0
2022-01-12 14:00:00,38,60,20.0,0.94,48.0
2022-01-12 15:00:00,32,60,21.0,1.06,49.0
2022-01-12 16:00:00,34,62,19.0,1.11,59.0
2022-01-12 17:00:00,37,62,19.0,1.21,49.0
2022-01-12 18:00:00,33,59,11.0,1.21,49.0
2022-01-12 19:00:00,34,70,11.0,1.88,58.0
2022-01-12 20:00:00,46,85,3.0,1.89,57.0
2022-01-12 21:00:00,39,87,2.0,1.93,57.0
2022-01-12 22:00:00,43,94,3.0,1.36,48.0
2022-01-12 23:00:00,45,94,5.0,0.99,42.0
2022-01-13 00:00:00,41,85,7.0,0.89,36.0
2022-01-13 01:00:00,42,74,17.0,0.85,30.0
2022-01-13 02:00:00,32,62,22.0,0.73,20.0
2022-01-13 03:00:00,25,52,22.0,0.66,14.0
2022-01-13 04:00:00,27,51,2.0,1.11,35.0
2022-01-13 05:00:00,32,64,4.0,1.31,34.0
2022-01-13 06:00:00,60,99,4.0,1.78,36.0
2022-01-13 07:00:00,60,106,4.0,2.49,42.0
2022-01-13 08:00:00,61,116,6.0,2.66,47.0
2022-01-13 09:00:00,64,125,10.0,1.56,41.0
2022-01-13 10:00:00,60,116,13.0,1.34,45.0
2022-01-13 11:00:00,48,88,18.0,1.01,39.0
2022-01-13 12:00:00,38,83,20.0,0.96,46.0
2022-01-13 13:00:00,34,65,26.0,1.04,52.0
2022-01-13 14:00:00,38,69,29.0,1.05,51.0
2022-01-13 15:00:00,37,66,27.0,1.19,56.0
2022-01-13 16:00:00,41,65,18.0,1.42,65.0
2022-01-13 17:00:00,36,61,12.0,1.42,65.0
2022-01-13 18:00:00,31,66,12.0,1.44,32.0
2022-01-13 19:00:00,43,90,28.0,1.23,22.0
2022-01-13 20:00:00,44,88,28.0,1.08,20.0
2022-01-13 21:00:00,41,80,20.0,0.89,19.0
2022-01-13 22:00:00,36,70,20.0,0.92,17.0
2022-01-13 23:00:00,30,60,20.0,0.77,19.0
2022-01-14 00:00:00,28,55,18.0,0.75,20.0
2022-01-14 01:00:00,26,53,19.0,0.59,20.0
2022-01-14 02:00:00,25,54,12.0,0.67,30.0
2022-01-14 03:00:00,23,46,10.0,0.76,33.0
2022-01-14 04:00:00,29,59,7.0,1.19,41.0
2022-01-14 05:00:00,31,64,5.0,1.57,46.0
2022-01-14 06:00:00,34,83,6.0,1.52,40.0
2022-01-14 07:00:00,41,88,6.0,2.2,45.0
2022-01-14 08:00:00,44,96,8.0,2.3,45.0
2022-01-14 09:00:00,47,99,9.0,1.59,47.0
2022-01-14 10:00:00,39,99,14.0,1.08,42.0
2022-01-14 11:00:00,39,88,17.0,1.05,46.0
2022-01-14 12:00:00,38,78,23.0,0.94,50.0
2022-01-14 13:00:00,32,73,24.0,1.16,58.0
2022-01-14 14:00:00,37,72,24.0,1.07,58.0
2022-01-14 15:00:00,35,67,27.0,0.89,48.0
2022-01-14 16:00:00,36,64,21.0,0.89,48.0
2022-01-14 17:00:00,32,57,21.0,1.5,66.0
2022-01-14 18:00:00,28,74,21.0,1.59,50.0
2022-01-14 19:00:00,37,79,30.0,1.66,39.0
2022-01-14 20:00:00,42,90,34.0,1.06,30.0
2022-01-14 21:00:00,47,81,30.0,0.98,24.0
2022-01-14 22:00:00,54,75,22.0,0.91,21.0
2022-01-14 23:00:00,36,66,18.0,0.81,27.0
2022-01-15 00:00:00,28,59,16.0,0.83,28.0
2022-01-15 01:00:00,28,52,12.0,0.75,32.0
2022-01-15 02:00:00,22,50,16.0,0.72,29.0
2022-01-15 03:00:00,23,47,11.0,0.92,37.0
2022-01-15 04:00:00,26,47,5.0,1.22,41.0
2022-01-15 05:00:00,30,68,6.0,1.26,38.0
2022-01-15 06:00:00,42,87,5.0,1.9,41.0
2022-01-15 07:00:00,51,90,3.0,2.01,45.0
2022-01-15 08:00:00,49,97,5.0,2.06,46.0
2022-01-15 09:00:00,55,104,14.0,1.46,44.0
2022-01-15 10:00:00,47,103,15.0,1.22,49.0
2022-01-15 11:00:00,42,89,21.0,0.89,44.0
2022-01-15 12:00:00,40,80,22.0,0.88,53.0
2022-01-15 13:00:00,39,78,25.0,1.0,55.0
2022-01-15 14:00:00,34,70,32.0,0.99,59.0
2022-01-15 15:00:00,36,68,34.0,0.99,59.0
2022-01-15 16:00:00,38,69,34.0,1.04,63.0
2022-01-15 17:00:00,35,61,14.0,1.34,75.0
2022-01-15 18:00:00,31,72,29.0,1.68,53.0
2022-01-15 19:00:00,29,79,47.0,1.16,30.0
2022-01-15 20:00:00,35,72,47.0,1.01,26.0
2022-01-15 21:00:00,39,72,36.0,0.89,21.0
2022-01-15 22:00:00,43,66,32.0,0.89,20.0
2022-01-15 23:00:00,32,62,31.0,0.85,19.0
2022-01-16 00:00:00,26,58,27.0,0.78,22.0
2022-01-16 01:00:00,27,53,22.0,0.78,27.0
2022-01-16 02:00:00,24,46,10.0,0.95,37.0
2022-01-16 03:00:00,24,50,18.0,1.44,24.0
2022-01-16 04:00:00,29,61,18.0,1.4,25.0
2022-01-16 05:00:00,36,55,4.0,1.51,40.0
2022-01-16 06:00:00,39,73,5.0,1.8,42.0
2022-01-16 07:00:00,46,79,5.0,2.06,46.0
2022-01-16 08:00:00,52,92,7.0,2.0,46.0
2022-01-16 09:00:00,48,100,16.0,1.24,37.0
2022-01-16 10:00:00,44,101,26.0,1.07,36.0
2022-01-16 11:00:00,40,82,25.0,1.16,44.0
2022-01-16 12:00:00,43,82,33.0,1.06,43.0
2022-01-16 13:00:00,48,74,38.0,1.01,43.0
2022-01-16 14:00:00,46,71,43.0,1.01,43.0
2022-01-16 15:00:00,43,81,43.0,0.87,24.0
2022-01-16 16:00:00,50,81,45.0,1.04,25.0
2022-01-16 17:00:00,43,71,42.0,1.08,27.0
2022-01-16 18:00:00,38,75,27.0,1.39,41.0
2022-01-16 19:00:00,37,67,28.0,1.15,38.0
2022-01-16 20:00:00,38,70,11.0,1.41,52.0
2022-01-16 21:00:00,47,74,13.0,1.18,42.0
2022-01-16 22:00:00,48,76,2.0,1.57,51.0
2022-01-16 23:00:00,40,74,3.0,1.43,58.0
2022-01-17 00:00:00,39,67,6.0,1.21,57.0
2022-01-17 01:00:00,38,66,13.0,0.92,39.0
2022-01-17 02:00:00,39,76,9.0,0.94,48.0
2022-01-17 03:00:00,43,75,9.0,0.99,47.0
2022-01-17 04:00:00,45,76,6.0,1.31,44.0
2022-01-17 05:00:00,44,85,6.0,1.72,43.0
2022-01-17 06:00:00,49,85,5.0,2.48,52.0
2022-01-17 07:00:00,55,97,5.0,3.23,49.0
2022-01-17 08:00:00,61,121,5.0,3.08,57.0
2022-01-17 09:00:00,68,120,7.0,1.9,63.0
2022-01-17 10:00:00,75,120,13.0,1.55,64.0
2022-01-17 11:00:00,72,113,24.0,1.31,62.0
2022-01-17 12:00:00,65,105,23.0,1.2,68.0
2022-01-17 13:00:00,67,92,23.0,1.2,68.0
2022-01-17 14:00:00,54,83,23.0,0.99,58.0
2022-01-17 15:00:00,48,77,23.0,0.96,52.0
2022-01-17 16:00:00,43,76,20.0,0.94,50.0
2022-01-17 17:00:00,32,70,15.0,1.17,60.0
2022-01-17 18:00:00,34,72,6.0,2.14,74.0
2022-01-17 19:00:00,41,78,4.0,2.38,78.0
2022-01-17 20:00:00,45,96,3.0,2.4,83.0
2022-01-17 21:00:00,54,107,3.0,2.19,83.0
2022-01-17 22:00:00,63,116,3.0,1.97,77.0
2022-01-17 23:00:00,58,133,2.0,1.88,70.0
2022-01-18 00:00:00,61,132,6.0,1.11,55.0
2022-01-18 01:00:00,51,122,9.0,0.77,38.0
2022-01-18 02:00:00,47,110,7.0,0.78,36.0
2022-01-18 03:00:00,44,108,4.0,1.03,36.0
2022-01-18 04:00:00,55,118,3.0,1.19,40.0
2022-01-18 05:00:00,53,117,3.0,1.42,45.0
2022-01-18 06:00:00,59,110,3.0,1.77,43.0
2022-01-18 07:00:00,54,110,3.0,1.76,42.0
2022-01-18 08:00:00,53,113,6.0,1.56,50.0
2022-01-18 09:00:00,50,106,11.0,1.28,58.0
2022-01-18 10:00:00,47,95,15.0,0.87,49.0
2022-01-18 11:00:00,44,85,16.0,0.89,48.0
2022-01-18 12:00:00,45,85,18.0,0.89,48.0
2022-01-18 13:00:00,37,76,18.0,0.86,48.0
2022-01-18 14:00:00,36,69,19.0,0.91,49.0
2022-01-18 15:00:00,28,64,17.0,1.02,52.0
2022-01-18 16:00:00,25,60,19.0,0.97,55.0
2022-01-18 17:00:00,28,56,21.0,0.82,47.0
2022-01-18 18:00:00,23,64,10.0,1.21,55.0
2022-01-18 19:00:00,30,67,6.0,1.61,55.0
2022-01-18 20:00:00,32,73,5.0,1.29,56.0
2022-01-18 21:00:00,31,74,4.0,1.4,54.0
2022-01-18 22:00:00,35,85,3.0,1.27,51.0
2022-01-18 23:00:00,37,93,5.0,1.31,59.0
2022-01-19 00:00:00,40,98,11.0,1.18,55.0
2022-01-19 01:00:00,38,89,14.0,0.88,45.0
2022-01-19 02:00:00,34,84,11.0,0.77,38.0
2022-01-19 03:00:00,36,72,13.0,0.78,29.0
2022-01-19 04:00:00,43,67,12.0,0.91,29.0
2022-01-19 05:00:00,34,68,7.0,1.15,36.0
2022-01-19 06:00:00,29,62,7.0,1.29,39.0
2022-01-19 07:00:00,25,69,5.0,1.69,40.0
2022-01-19 08:00:00,23,72,9.0,1.43,40.0
2022-01-19 09:00:00,34,66,14.0,1.12,36.0
2022-01-19 10:00:00,33,58,15.0,1.16,42.0
2022-01-19 11:00:00,27,60,19.0,1.16,42.0
2022-01-19 12:00:00,28,56,19.0,1.02,48.0
2022-01-19 13:00:00,32,60,27.0,1.01,35.0
2022-01-19 14:00:00,28,59,23.0,0.95,42.0
2022-01-19 15:00:00,22,56,19.0,1.06,51.0
2022-01-19 16:00:00,24,56,19.0,1.17,49.0
2022-01-19 17:00:00,24,58,19.0,1.12,41.0
2022-01-19 18:00:00,20,48,11.0,1.43,48.0
2022-01-19 19:00:00,31,56,5.0,1.83,53.0
2022-01-19 20:00:00,30,63,3.0,2.09,55.0
2022-01-19 21:00:00,30,69,2.0,2.16,55.0
2022-01-19 22:00:00,30,81,3.0,6.05,54.0
2022-01-19 23:00:00,33,84,5.0,1.54,47.0
2022-01-20 00:00:00,30,79,5.0,1.24,41.0
2022-01-20 01:00:00,24,79,8.0,0.97,33.0
2022-01-20 02:00:00,31,78,7.0,1.0,31.0
2022-01-20 03:00:00,44,71,6.0,1.13,32.0
2022-01-20 04:00:00,53,69,6.0,1.21,31.0
2022-01-20 05:00:00,43,76,4.0,1.57,38.0
2022-01-20 06:00:00,46,84,3.0,1.63,39.0
2022-01-20 07:00:00,48,87,3.0,2.05,47.0
2022-01-20 08:00:00,50,92,5.0,2.01,45.0
2022-01-20 09:00:00,43,93,10.0,1.69,45.0
2022-01-20 10:00:00,42,96,17.0,1.69,45.0
2022-01-20 11:00:00,39,87,17.0,1.21,39.0
2022-01-20 12:00:00,36,84,26.0,1.31,49.0
2022-01-20 13:00:00,37,78,26.0,1.29,47.0
2022-01-20 14:00:00,36,77,27.0,1.31,56.0
2022-01-20 15:00:00,33,67,28.0,1.52,59.0
2022-01-20 16:00:00,36,75,42.0,1.75,45.0
2022-01-20 17:00:00,36,78,41.0,1.61,38.0
2022-01-20 18:00:00,46,76,42.0,1.66,34.0
2022-01-20 19:00:00,54,88,25.0,1.38,27.0
2022-01-20 20:00:00,55,87,22.0,1.26,22.0
2022-01-20 21:00:00,46,78,23.0,1.17,18.0
2022-01-20 22:00:00,39,72,26.0,0.96,14.0
2022-01-20 23:00:00,28,58,26.0,0.77,12.0
2022-01-21 00:00:00,23,49,27.0,0.66,9.0
2022-01-21 01:00:00,21,43,25.0,0.64,9.0
2022-01-21 02:00:00,23,47,25.0,0.67,7.0
2022-01-21 03:00:00,23,40,23.0,0.69,9.0
2022-01-21 04:00:00,29,41,22.0,0.84,11.0
2022-01-21 05:00:00,25,38,16.0,2.34,23.0
2022-01-21 06:00:00,29,44,16.0,1.19,20.0
2022-01-21 07:00:00,21,40,16.0,1.03,20.0
2022-01-21 08:00:00,16,44,15.0,1.29,21.0
2022-01-21 09:00:00,23,48,14.0,1.29,21.0
2022-01-21 10:00:00,37,57,14.0,1.31,30.0
2022-01-21 11:00:00,44,68,20.0,1.11,28.0
2022-01-21 12:00:00,39,65,19.0,1.08,26.0
2022-01-21 13:00:00,30,53,23.0,1.06,21.0
2022-01-21 14:00:00,29,50,25.0,1.16,26.0
2022-01-21 15:00:00,24,48,23.0,1.21,25.0
2022-01-21 16:00:00,20,56,20.0,1.53,27.0
2022-01-21 17:00:00,29,59,20.0,1.45,30.0
2022-01-21 18:00:00,40,80,17.0,1.61,23.0
2022-01-21 19:00:00,50,86,13.0,1.46,23.0
2022-01-21 20:00:00,47,82,16.0,1.19,18.0
2022-01-21 21:00:00,44,73,17.0,1.06,17.0
2022-01-21 22:00:00,36,73,16.0,0.95,18.0
2022-01-21 23:00:00,30,61,17.0,0.78,14.0
2022-01-22 00:00:00,22,44,15.0,0.8,16.0
2022-01-22 01:00:00,20,43,15.0,0.9,18.0
2022-01-22 02:00:00,17,36,18.0,0.85,9.0
2022-01-22 03:00:00,20,40,14.0,0.93,15.0
2022-01-22 04:00:00,22,43,17.0,0.99,16.0
2022-01-22 05:00:00,20,40,16.0,2.73,18.0
2022-01-22 06:00:00,19,42,7.0,1.57,32.0
2022-01-22 07:00:00,15,40,8.0,1.59,30.0
2022-01-22 08:00:00,23,50,7.0,1.59,30.0
2022-01-22 09:00:00,28,58,7.0,1.92,36.0
2022-01-22 10:00:00,36,83,9.0,1.66,35.0
2022-01-22 11:00:00,38,76,9.0,1.5,31.0
2022-01-22 12:00:00,34,70,13.0,1.53,32.0
2022-01-22 13:00:00,31,64,18.0,1.36,16.0
2022-01-22 14:00:00,24,60,19.0,1.23,14.0
2022-01-22 15:00:00,24,55,17.0,1.21,16.0
2022-01-22 16:00:00,31,58,13.0,1.5,18.0
2022-01-22 17:00:00,30,52,11.0,1.69,22.0
2022-01-22 18:00:00,42,74,11.0,1.69,21.0
2022-01-22 19:00:00,46,84,12.0,1.57,20.0
2022-01-22 20:00:00,40,75,13.0,1.41,17.0
2022-01-22 21:00:00,37,71,12.0,1.2,17.0
2022-01-22 22:00:00,30,50,13.0,1.06,15.0
2022-01-22 23:00:00,27,42,14.0,0.92,15.0
2022-01-23 00:00:00,20,36,11.0,0.74,16.0
2022-01-23 01:00:00,20,31,9.0,0.84,19.0
2022-01-23 02:00:00,23,39,12.0,0.94,16.0
2022-01-23 03:00:00,22,50,13.0,0.95,13.0
2022-01-23 04:00:00,20,56,13.0,1.02,16.0
2022-01-23 05:00:00,20,49,7.0,1.67,26.0
2022-01-23 06:00:00,18,51,5.0,1.46,27.0
2022-01-23 07:00:00,17,52,5.0,1.46,27.0
2022-01-23 08:00:00,25,76,5.0,1.62,23.0
2022-01-23 09:00:00,33,72,10.0,1.4,22.0
2022-01-23 10:00:00,31,63,10.0,1.37,30.0
2022-01-23 11:00:00,27,53,14.0,1.24,30.0
2022-01-23 12:00:00,21,50,15.0,1.28,38.0
2022-01-23 13:00:00,23,45,14.0,1.35,43.0
2022-01-23 14:00:00,18,42,26.0,1.02,32.0
2022-01-23 15:00:00,18,43,26.0,1.08,41.0
2022-01-23 16:00:00,21,46,33.0,1.45,29.0
2022-01-23 17:00:00,48,68,22.0,1.58,32.0
2022-01-23 18:00:00,51,73,13.0,1.63,34.0
2022-01-23 19:00:00,45,70,4.0,1.75,32.0
2022-01-23 20:00:00,41,72,2.0,1.51,28.0
2022-01-23 21:00:00,32,55,2.0,1.22,26.0
2022-01-23 22:00:00,30,48,3.0,1.04,23.0
2022-01-23 23:00:00,26,43,10.0,0.85,18.0
2022-01-24 00:00:00,23,44,14.0,0.81,15.0
2022-01-24 01:00:00,22,38,14.0,0.81,12.0
2022-01-24 02:00:00,21,35,14.0,0.8,10.0
2022-01-24 03:00:00,24,35,12.0,0.86,11.0
2022-01-24 04:00:00,20,38,8.0,1.05,19.0
2022-01-24 05:00:00,16,34,5.0,1.68,30.0
2022-01-24 06:00:00,22,58,5.0,1.68,30.0
2022-01-24 07:00:00,22,67,5.0,2.23,37.0
2022-01-24 08:00:00,25,72,10.0,2.13,30.0
2022-01-24 09:00:00,35,82,6.0,2.17,41.0
2022-01-24 10:00:00,46,90,8.0,2.1,42.0
2022-01-24 11:00:00,42,82,14.0,1.69,46.0
2022-01-24 12:00:00,36,69,17.0,1.59,50.0
2022-01-24 13:00:00,28,64,24.0,1.66,55.0
2022-01-24 14:00:00,29,59,28.0,1.87,46.0
2022-01-24 15:00:00,33,60,29.0,1.64,35.0
2022-01-24 16:00:00,37,65,30.0,1.44,31.0
2022-01-24 17:00:00,32,53,30.0,1.58,33.0
2022-01-24 18:00:00,35,51,18.0,1.85,41.0
2022-01-24 19:00:00,34,54,7.0,1.81,46.0
2022-01-24 20:00:00,33,59,3.0,1.78,49.0
2022-01-24 21:00:00,29,65,4.0,1.54,43.0
2022-01-24 22:00:00,30,72,11.0,1.16,23.0
2022-01-24 23:00:00,26,60,17.0,0.97,15.0
2022-01-25 00:00:00,26,50,17.0,0.9,11.0
2022-01-25 01:00:00,24,44,16.0,0.92,10.0
2022-01-25 02:00:00,24,39,14.0,0.99,12.0
2022-01-25 03:00:00,31,38,9.0,0.99,17.0
2022-01-25 04:00:00,24,40,4.0,1.46,31.0
2022-01-25 05:00:00,23,75,4.0,1.46,31.0
2022-01-25 06:00:00,27,77,4.0,2.31,31.0
2022-01-25 07:00:00,25,85,4.0,2.12,35.0
2022-01-25 08:00:00,41,88,5.0,2.43,45.0
2022-01-25 09:00:00,42,90,6.0,2.39,52.0
2022-01-25 10:00:00,41,102,10.0,1.81,51.0
2022-01-25 11:00:00,37,96,15.0,1.71,65.0
2022-01-25 12:00:00,33,88,24.0,1.38,54.0
2022-01-25 13:00:00,28,78,32.0,1.5,54.0
2022-01-25 14:00:00,26,70,33.0,1.63,67.0
2022-01-25 15:00:00,28,67,41.0,1.59,67.0
2022-01-25 16:00:00,36,72,24.0,1.54,63.0
2022-01-25 17:00:00,41,68,25.0,1.43,54.0
2022-01-25 18:00:00,32,71,10.0,2.45,62.0
2022-01-25 19:00:00,34,77,7.0,2.05,56.0
2022-01-25 20:00:00,41,84,5.0,1.9,52.0
2022-01-25 21:00:00,52,87,21.0,1.42,34.0
2022-01-25 22:00:00,48,82,26.0,1.24,26.0
2022-01-25 23:00:00,42,71,28.0,1.11,17.0
2022-01-26 00:00:00,40,63,32.0,1.02,14.0
2022-01-26 01:00:00,35,58,21.0,1.05,16.0
2022-01-26 02:00:00,34,51,19.0,1.01,12.0
2022-01-26 03:00:00,32,44,14.0,1.09,19.0
2022-01-26 04:00:00,29,45,11.0,1.09,19.0
2022-01-26 05:00:00,22,53,11.0,1.23,25.0
2022-01-26 06:00:00,21,48,7.0,1.85,34.0
2022-01-26 07:00:00,32,58,6.0,3.25,41.0
2022-01-26 08:00:00,40,75,8.0,2.76,36.0
2022-01-26 09:00:00,48,84,11.0,1.63,25.0
2022-01-26 10:00:00,37,81,18.0,1.54,24.0
2022-01-26 11:00:00,37,68,34.0,1.47,25.0
2022-01-26 12:00:00,28,61,29.0,1.36,26.0
2022-01-26 13:00:00,30,59,29.0,1.37,25.0
2022-01-26 14:00:00,27,54,26.0,1.53,27.0
2022-01-26 15:00:00,22,49,24.0,1.59,51.0
2022-01-26 16:00:00,27,54,20.0,2.08,72.0
2022-01-26 17:00:00,37,69,32.0,1.92,38.0
2022-01-26 18:00:00,43,67,13.0,1.95,35.0
2022-01-26 19:00:00,43,75,8.0,1.89,34.0
2022-01-26 20:00:00,45,82,9.0,1.74,29.0
2022-01-26 21:00:00,43,76,16.0,1.39,20.0
2022-01-26 22:00:00,40,70,16.0,1.38,15.0
2022-01-26 23:00:00,41,63,17.0,1.16,13.0
2022-01-27 00:00:00,36,57,17.0,1.09,12.0
2022-01-27 01:00:00,31,46,14.0,1.1,15.0
2022-01-27 02:00:00,27,42,16.0,1.08,12.0
2022-01-27 03:00:00,25,48,17.0,1.08,12.0
2022-01-27 04:00:00,25,49,17.0,1.06,13.0
2022-01-27 05:00:00,20,44,13.0,2.14,16.0
2022-01-27 06:00:00,22,44,12.0,1.41,18.0
2022-01-27 07:00:00,21,37,11.0,1.85,23.0
2022-01-27 08:00:00,34,46,8.0,3.59,43.0
2022-01-27 09:00:00,40,71,7.0,3.0,41.0
2022-01-27 10:00:00,45,75,9.0,2.6,45.0
2022-01-27 11:00:00,40,83,13.0,2.02,53.0
2022-01-27 12:00:00,38,84,20.0,2.02,49.0
2022-01-27 13:00:00,35,85,28.0,2.05,39.0
2022-01-27 14:00:00,30,81,16.0,2.05,58.0
2022-01-27 15:00:00,49,87,14.0,1.89,59.0
2022-01-27 16:00:00,53,84,11.0,2.05,53.0
2022-01-27 17:00:00,48,77,4.0,3.33,72.0
2022-01-27 18:00:00,48,91,4.0,4.03,62.0
2022-01-27 19:00:00,50,101,8.0,3.2,65.0
2022-01-27 20:00:00,51,103,4.0,2.93,56.0
2022-01-27 21:00:00,57,102,15.0,1.93,35.0
2022-01-27 22:00:00,48,78,7.0,1.6,27.0
2022-01-27 23:00:00,52,78,11.0,1.33,19.0
2022-01-28 00:00:00,42,67,12.0,1.24,17.0
2022-01-28 01:00:00,36,67,13.0,1.15,17.0
2022-01-28 02:00:00,34,56,11.0,1.15,17.0
2022-01-28 03:00:00,31,51,11.0,1.15,17.0
2022-01-28 04:00:00,31,47,11.0,1.15,17.0
2022-01-28 05:00:00,23,45,11.0,1.15,17.0
2022-01-28 06:00:00,24,47,7.0,3.3,31.0
2022-01-28 07:00:00,58,118,7.0,4.13,35.0
2022-01-28 08:00:00,68,133,8.0,3.8,39.0
2022-01-28 09:00:00,76,149,9.0,2.0,30.0
2022-01-28 10:00:00,38,60,13.0,1.82,34.0
2022-01-28 11:00:00,17,37,22.0,1.81,38.0
2022-01-28 12:00:00,27,48,25.0,1.41,37.0
2022-01-28 13:00:00,36,52,24.0,1.53,25.0
2022-01-28 14:00:00,40,51,24.0,1.71,28.0
2022-01-28 15:00:00,39,50,27.0,1.47,20.0
2022-01-28 16:00:00,37,47,23.0,1.63,24.0
2022-01-28 17:00:00,28,51,17.0,1.77,30.0
2022-01-28 18:00:00,35,57,9.0,2.17,37.0
2022-01-28 19:00:00,35,75,10.0,2.04,32.0
2022-01-28 20:00:00,48,87,12.0,1.65,27.0
2022-01-28 21:00:00,50,80,13.0,1.61,24.0
2022-01-28 22:00:00,49,71,17.0,1.37,17.0
2022-01-28 23:00:00,45,70,19.0,1.21,11.0
2022-01-29 00:00:00,45,66,19.0,1.02,9.0
2022-01-29 01:00:00,41,69,19.0,1.02,9.0
2022-01-29 02:00:00,35,62,19.0,0.96,8.0
2022-01-29 03:00:00,30,59,25.0,1.0,9.0
2022-01-29 04:00:00,25,51,17.0,1.22,13.0
2022-01-29 05:00:00,24,48,12.0,2.79,22.0
2022-01-29 06:00:00,31,44,9.0,1.67,26.0
2022-01-29 07:00:00,40,53,10.0,1.98,26.0
2022-01-29 08:00:00,42,53,12.0,2.96,25.0
2022-01-29 09:00:00,42,53,18.0,1.72,18.0
2022-01-29 10:00:00,30,48,21.0,1.74,21.0
2022-01-29 11:00:00,23,37,19.0,1.8,41.0
2022-01-29 12:00:00,20,41,19.0,1.45,42.0
2022-01-29 13:00:00,19,37,20.0,1.48,46.0
2022-01-29 14:00:00,25,45,21.0,1.79,53.0
2022-01-29 15:00:00,32,49,34.0,1.64,28.0
2022-01-29 16:00:00,36,59,31.0,1.85,29.0
2022-01-29 17:00:00,37,58,24.0,1.87,34.0
2022-01-29 18:00:00,40,78,19.0,1.92,30.0
2022-01-29 19:00:00,47,84,17.0,1.69,27.0
2022-01-29 20:00:00,48,91,16.0,1.55,20.0
2022-01-29 21:00:00,53,88,23.0,1.41,15.0
2022-01-29 22:00:00,57,88,18.0,1.51,13.0
2022-01-29 23:00:00,50,78,20.0,1.24,9.0
2022-01-30 00:00:00,39,66,20.0,1.24,9.0
2022-01-30 01:00:00,36,71,20.0,1.16,8.0
2022-01-30 02:00:00,27,59,20.0,1.13,7.0
2022-01-30 03:00:00,21,50,18.0,1.22,8.0
2022-01-30 04:00:00,20,47,15.0,1.58,11.0
2022-01-30 05:00:00,16,35,5.0,1.85,21.0
2022-01-30 06:00:00,16,31,2.0,1.77,27.0
2022-01-30 07:00:00,20,38,3.0,1.65,22.0
2022-01-30 08:00:00,29,44,6.0,2.06,24.0
2022-01-30 09:00:00,38,52,11.0,1.89,34.0
2022-01-30 10:00:00,32,58,14.0,1.71,35.0
2022-01-30 11:00:00,25,59,13.0,1.54,37.0
2022-01-30 12:00:00,26,53,23.0,1.37,29.0
2022-01-30 13:00:00,24,49,26.0,1.54,41.0
2022-01-30 14:00:00,28,47,33.0,1.49,41.0
2022-01-30 15:00:00,32,48,28.0,1.35,21.0
2022-01-30 16:00:00,26,51,18.0,1.7,20.0
2022-01-30 17:00:00,20,40,11.0,1.98,20.0
2022-01-30 18:00:00,24,44,7.0,1.99,23.0
2022-01-30 19:00:00,31,56,9.0,1.71,23.0
2022-01-30 20:00:00,32,63,11.0,1.61,22.0
2022-01-30 21:00:00,39,53,15.0,1.55,18.0
2022-01-30 22:00:00,30,52,13.0,1.5,17.0
2022-01-30 23:00:00,30,44,16.0,1.5,17.0
2022-01-31 00:00:00,22,48,16.0,1.5,17.0
2022-01-31 01:00:00,21,46,16.0,1.5,17.0
2022-01-31 02:00:00,19,37,16.0,1.5,17.0
2022-01-31 03:00:00,15,34,16.0,1.5,17.0
2022-01-31 04:00:00,12,28,16.0,1.5,17.0
2022-01-31 05:00:00,17,36,16.0,1.5,17.0
2022-01-31 06:00:00,12,25,6.0,2.5,27.0
2022-01-31 07:00:00,49,78,5.0,3.87,41.0
2022-01-31 08:00:00,43,115,4.0,4.09,44.0
2022-01-31 09:00:00,50,115,12.0,2.13,27.0
2022-01-31 10:00:00,44,96,17.0,2.06,27.0
2022-01-31 11:00:00,27,81,21.0,1.75,22.0
2022-01-31 12:00:00,30,57,18.0,1.71,20.0
2022-01-31 13:00:00,31,58,20.0,1.84,16.0
2022-01-31 14:00:00,29,52,17.0,1.8,16.0
2022-01-31 15:00:00,29,48,18.0,1.74,13.0
2022-01-31 16:00:00,25,52,17.0,1.73,13.0
2022-01-31 17:00:00,19,45,13.0,2.06,15.0
2022-01-31 18:00:00,17,43,13.0,2.02,15.0
2022-01-31 19:00:00,20,51,13.0,1.99,15.0
2022-01-31 20:00:00,26,45,12.0,1.95,15.0
2022-01-31 21:00:00,26,47,12.0,1.66,15.0
2022-01-31 22:00:00,19,47,10.0,1.66,15.0
2022-01-31 23:00:00,23,54,10.0,1.62,13.0
2022-02-01 00:00:00,19,50,13.0,1.32,13.0
2022-02-01 01:00:00,24,46,15.0,1.25,12.0
2022-02-01 02:00:00,21,53,17.0,1.2,10.0
2022-02-01 03:00:00,17,42,19.0,1.2,9.0
2022-02-01 04:00:00,19,42,19.0,1.29,8.0
2022-02-01 05:00:00,20,44,17.0,2.51,14.0
2022-02-01 06:00:00,24,44,14.0,1.98,20.0
2022-02-01 07:00:00,23,49,12.0,1.94,21.0
2022-02-01 08:00:00,28,49,14.0,1.85,20.0
2022-02-01 09:00:00,25,53,17.0,1.68,16.0
2022-02-01 10:00:00,19,44,19.0,1.56,16.0
2022-02-01 11:00:00,19,37,21.0,1.47,15.0
