datetime,PM10,PM2.5,CO,NO2,NO,NOX
2021-11-29 01:00:00,76,33,0,39,11,49
2021-11-29 02:00:00,94,48,0,32,7,39
2021-11-29 03:00:00,69,35,0,32,6,38
2021-11-29 04:00:00,69,33,0,30,9,39
2021-11-29 05:00:00,64,31,0,36,21,57
2021-11-29 06:00:00,73,31,0,43,43,85
2021-11-29 07:00:00,69,33,1,50,86,136
2021-11-29 08:00:00,74,32,1,49,78,127
2021-11-29 09:00:00,71,29,1,48,74,122
2021-11-29 10:00:00,73,27,1,48,69,117
2021-11-29 11:00:00,78,26,1,44,38,82
2021-11-29 12:00:00,62,28,1,44,23,67
2021-11-29 13:00:00,70,30,1,42,21,63
2021-11-29 14:00:00,72,28,1,45,19,64
2021-11-29 15:00:00,80,28,1,28,11,39
2021-11-29 16:00:00,57,18,1,48,21,69
2021-11-29 17:00:00,58,24,1,59,41,100
2021-11-29 18:00:00,75,24,1,46,27,73
2021-11-29 19:00:00,66,25,1,46,22,68
2021-11-29 20:00:00,75,30,1,41,11,51
2021-11-29 21:00:00,72,30,1,41,20,61
2021-11-29 22:00:00,75,31,1,38,19,57
2021-11-29 23:00:00,66,25,0,34,15,48
2021-11-30 00:00:00,59,27,0,30,7,37
2021-11-30 01:00:00,60,26,0,23,5,28
2021-11-30 02:00:00,45,24,0,33,8,41
2021-11-30 03:00:00,63,24,0,32,10,42
2021-11-30 04:00:00,65,26,0,36,28,63
2021-11-30 05:00:00,74,29,0,46,38,84
2021-11-30 06:00:00,80,32,1,52,94,146
2021-11-30 07:00:00,83,37,1,56,120,176
2021-11-30 08:00:00,78,35,1,46,67,113
2021-11-30 09:00:00,64,26,1,39,50,90
2021-11-30 10:00:00,67,25,1,38,30,67
2021-11-30 11:00:00,57,26,1,40,38,79
2021-11-30 12:00:00,65,28,1,39,34,74
2021-11-30 13:00:00,63,25,1,38,15,53
2021-11-30 14:00:00,69,27,0,32,9,41
2021-11-30 15:00:00,68,29,0,33,11,45
2021-11-30 16:00:00,81,33,1,40,16,56
2021-11-30 17:00:00,66,32,1,62,54,116
2021-11-30 18:00:00,87,37,1,56,45,101
2021-11-30 19:00:00,81,33,1,49,32,82
2021-11-30 20:00:00,95,42,1,38,11,49
2021-11-30 21:00:00,87,41,1,39,15,55
2021-11-30 22:00:00,93,42,1,45,36,81
2021-11-30 23:00:00,97,39,0,39,17,56
